,filename,name,split
1225,10790966783177095582.jpg,1,train
1257,8441019234661702255.jpg,3,train
1891,12965066836306795939.jpg,1,train
2286,12755682759916749873.jpg,1,train
2154,10090749008685129282.jpg,2,train
2476,18211697274660075048.jpg,2,train
1358,18056253236626958591.jpg,2,train
1767,4638722743797623629.jpg,3,train
3137,17810394916159195941.jpg,2,test
14,11542079654603247245.jpg,1,train
199,12054897073638271099.jpg,1,train
3146,8849112000386662387.jpg,1,test
1041,4587884709343141518.jpg,1,train
2326,2168793468130431359.jpg,3,train
2604,244245199238202886.jpg,1,test
257,2898255527217660961.jpg,3,train
64,18156756863160839836.jpg,2,train
932,7796138530096341500.jpg,1,train
2094,16448288392154628581.jpg,4,train
1261,8441019234661702255.jpg,2,train
561,12005804640997717823.jpg,2,train
925,10184435889023068640.jpg,1,train
272,3600179955620289974.jpg,1,train
2704,13766527160377856189.jpg,2,test
2193,3054563146270018998.jpg,2,train
2319,2168793468130431359.jpg,2,train
982,17567368886802522903.jpg,4,train
1039,4587884709343141518.jpg,2,train
39,17970151895825168821.jpg,2,train
769,6111524667015932981.jpg,1,train
2929,13233974052466335854.jpg,2,test
2845,13911460315873571183.jpg,2,test
488,1435480235497565259.jpg,2,train
1796,1516196808018114074.jpg,2,train
1653,7211931632300284750.jpg,1,train
132,5361302203013575181.jpg,1,train
2499,7933240408597578345.jpg,2,train
273,3600179955620289974.jpg,1,train
300,11451354028849950585.jpg,1,train
1526,12351922790348713650.jpg,2,train
408,10865113257560550187.jpg,3,train
2315,257705324553267053.jpg,2,train
1787,1516196808018114074.jpg,1,train
1612,12766749472143897576.jpg,2,train
958,12117014120650846935.jpg,2,train
242,6520041311477290325.jpg,3,train
2713,8253169712258142780.jpg,2,test
980,17567368886802522903.jpg,1,train
725,5837958889419603065.jpg,2,train
1359,2771974159948633835.jpg,2,train
267,3600179955620289974.jpg,2,train
2500,7933240408597578345.jpg,2,train
557,12005804640997717823.jpg,1,train
834,1564254162518022691.jpg,3,train
3055,17216684146227977323.jpg,3,test
2203,10681365649131702755.jpg,2,train
2459,16872276169056387569.jpg,3,train
609,11535832316652333181.jpg,1,train
3075,11501133650410900869.jpg,2,test
2067,12355891735478863307.jpg,2,train
627,18409469420816266772.jpg,1,train
2032,2102164453298966728.jpg,1,train
2901,15235412113373003394.jpg,2,test
2043,3290557445234827821.jpg,2,train
2161,6259679437332569288.jpg,1,train
2142,3828854797134007745.jpg,3,train
186,1308288297357219531.jpg,2,train
1139,17408550797036886573.jpg,0,train
2140,3828854797134007745.jpg,3,train
1397,15849185466704672809.jpg,2,train
2862,14757156129446397079.jpg,1,test
243,6520041311477290325.jpg,2,train
3119,7894030949235240503.jpg,2,test
1120,17136338983640332543.jpg,1,train
2265,15894044099096358761.jpg,1,train
573,14212699414241790095.jpg,0,train
402,17658998577191094586.jpg,1,train
40,17970151895825168821.jpg,2,train
204,11494765352322200286.jpg,2,train
1271,8441019234661702255.jpg,1,train
2367,83346947344696039.jpg,1,train
1462,2529918178826717675.jpg,1,train
421,8962534070669609791.jpg,3,train
669,4813505903837706761.jpg,0,train
1916,3867673574414380397.jpg,2,train
2552,3733698976737918026.jpg,2,train
1952,16302150923919517353.jpg,3,train
2097,16448288392154628581.jpg,1,train
1340,14326173500198845781.jpg,2,train
209,3066500627827757869.jpg,1,train
3213,1761984081992621553.jpg,2,test
1723,17254987820025538817.jpg,0,train
286,2954761438618405869.jpg,1,train
2984,10565117062626648282.jpg,1,test
1993,10428024960477388876.jpg,2,train
455,16938953344367282209.jpg,1,train
1831,2527253720362509988.jpg,1,train
3167,14299563431101601899.jpg,2,test
1005,16344397369818617918.jpg,1,train
2345,17849358250575304656.jpg,2,train
916,11856611419525311849.jpg,1,train
1360,2771974159948633835.jpg,2,train
1076,12616338865491157325.jpg,1,train
338,4256918643034166447.jpg,2,train
788,6111524667015932981.jpg,1,train
2558,656256789930357118.jpg,2,train
2756,4163516640792925495.jpg,3,test
2621,11568664249065181504.jpg,1,test
46,18142366223568697405.jpg,1,train
2337,17849358250575304656.jpg,3,train
1119,17136338983640332543.jpg,1,train
2520,12962369739675178783.jpg,3,train
198,12054897073638271099.jpg,1,train
2128,17534376311897562412.jpg,1,train
17,11542079654603247245.jpg,2,train
2159,6259679437332569288.jpg,1,train
1962,16302150923919517353.jpg,2,train
1176,10186684074375123860.jpg,2,train
2057,18431916909667245410.jpg,1,train
3097,8407760257239630202.jpg,3,test
2623,11568664249065181504.jpg,2,test
2590,596591882907119187.jpg,4,test
2296,2148454790270216843.jpg,2,train
365,7993352214743247356.jpg,2,train
2945,12551822546077566338.jpg,2,test
2416,393219548336222688.jpg,2,train
2261,15894044099096358761.jpg,2,train
469,16938953344367282209.jpg,2,train
1037,15865282048105849276.jpg,1,train
1354,18056253236626958591.jpg,2,train
334,4371984174249060586.jpg,2,train
1512,12377008032190184834.jpg,1,train
3170,7083796889884864904.jpg,1,test
2414,3666439210600603928.jpg,3,train
1862,6557703876100853142.jpg,1,train
673,4813505903837706761.jpg,2,train
827,16262380474523149112.jpg,1,train
1616,7809006885861396087.jpg,1,train
440,8988179971239308095.jpg,1,train
2626,16065264327787575428.jpg,1,test
2318,2168793468130431359.jpg,2,train
2674,8685220992997011598.jpg,3,test
1963,12073032293376960277.jpg,4,train
1771,3066479970415983262.jpg,2,train
2860,14757156129446397079.jpg,1,test
174,3328970631282257330.jpg,2,train
1104,14294174357028721921.jpg,2,train
915,11856611419525311849.jpg,1,train
2020,17165811668461709088.jpg,1,train
1033,9142253207542624993.jpg,1,train
1869,6557703876100853142.jpg,1,train
2153,674003953395678185.jpg,2,train
1107,803857044817821375.jpg,1,train
2700,716040937219490935.jpg,1,test
1623,1718140115527999981.jpg,0,train
2988,8056956523720705141.jpg,3,test
394,2215693885132197417.jpg,4,train
694,1131706283228980648.jpg,2,train
2215,2716742489584386115.jpg,2,train
2948,11266232801205619289.jpg,3,test
2556,656256789930357118.jpg,2,train
584,7760732406631086404.jpg,1,train
451,16938953344367282209.jpg,1,train
2041,3290557445234827821.jpg,0,train
155,12738409555312843274.jpg,0,train
2268,15894044099096358761.jpg,1,train
2255,2489727854728089129.jpg,1,train
918,11856611419525311849.jpg,3,train
2277,15894044099096358761.jpg,3,train
2886,12137694297843394779.jpg,3,test
1222,10790966783177095582.jpg,1,train
3135,17810394916159195941.jpg,2,test
1378,10068217763317219982.jpg,1,train
268,3600179955620289974.jpg,1,train
2828,11678432508880804709.jpg,1,test
316,5003056842797883753.jpg,2,train
1472,7351945269277987618.jpg,3,train
3012,17831752376798967114.jpg,3,test
321,4371984174249060586.jpg,1,train
678,1131706283228980648.jpg,3,train
2872,14757156129446397079.jpg,2,test
1485,13160972487880663579.jpg,2,train
2466,16872276169056387569.jpg,2,train
2748,17297868463399590722.jpg,3,test
1422,15627210586656476241.jpg,2,train
1361,2771974159948633835.jpg,2,train
2282,17168781231501520263.jpg,2,train
2117,17534376311897562412.jpg,1,train
1270,8441019234661702255.jpg,1,train
1824,5350652574116617384.jpg,3,train
218,3066500627827757869.jpg,2,train
1601,12468518624023169264.jpg,1,train
2224,10213938052619825741.jpg,1,train
1555,17164679759218207040.jpg,1,train
1674,6716583892875248221.jpg,1,train
1251,12445516858461733251.jpg,1,train
741,10367174772386635910.jpg,2,train
2952,2196872858871017248.jpg,3,test
2617,2602725428648397862.jpg,2,test
3148,8849112000386662387.jpg,1,test
3176,12116560880573762722.jpg,1,test
2631,12719125937958125865.jpg,1,test
2893,12137694297843394779.jpg,2,test
968,16065283432210370841.jpg,2,train
1832,2527253720362509988.jpg,2,train
747,10367174772386635910.jpg,1,train
2637,11521326546506872918.jpg,1,test
643,4712250237481153448.jpg,2,train
1530,12351922790348713650.jpg,0,train
49,18142366223568697405.jpg,3,train
1093,15926923775578379129.jpg,2,train
53,18156756863160839836.jpg,1,train
2761,16258246107716997392.jpg,1,test
1054,8011881354595190901.jpg,2,train
641,4712250237481153448.jpg,2,train
2866,14757156129446397079.jpg,2,test
2904,13233974052466335854.jpg,1,test
1002,16344397369818617918.jpg,2,train
1181,4125646004980780535.jpg,1,train
2180,6259679437332569288.jpg,2,train
323,4371984174249060586.jpg,3,train
3120,7894030949235240503.jpg,2,test
1143,17408550797036886573.jpg,3,train
189,12229598425357554751.jpg,2,train
1414,15627210586656476241.jpg,3,train
1639,1166397407681870527.jpg,2,train
3044,9051908339313807097.jpg,1,test
653,10297090268444777181.jpg,2,train
3016,10000444008219226727.jpg,1,test
1652,7211931632300284750.jpg,1,train
652,10297090268444777181.jpg,2,train
1667,6920848085869992295.jpg,1,train
2989,8056956523720705141.jpg,3,test
2903,13233974052466335854.jpg,1,test
921,13841137003068484120.jpg,1,train
193,12229598425357554751.jpg,1,train
2382,4571446816736921693.jpg,1,train
1576,11454871071872422830.jpg,1,train
2061,9021797700277045475.jpg,2,train
2973,12649585464549502228.jpg,1,test
1971,12073032293376960277.jpg,1,train
1458,2529918178826717675.jpg,1,train
2141,3828854797134007745.jpg,3,train
2965,12649585464549502228.jpg,3,test
2207,10681365649131702755.jpg,1,train
2508,12962369739675178783.jpg,2,train
779,6111524667015932981.jpg,1,train
774,6111524667015932981.jpg,1,train
1841,16055233589745872759.jpg,2,train
305,11451354028849950585.jpg,2,train
74,15255658567635252170.jpg,2,train
686,1131706283228980648.jpg,1,train
2853,18281367171096174705.jpg,2,test
2451,6416147297359091922.jpg,1,train
2863,14757156129446397079.jpg,3,test
2827,11678432508880804709.jpg,1,test
691,1131706283228980648.jpg,1,train
398,17658998577191094586.jpg,3,train
929,7796138530096341500.jpg,2,train
1500,4941618483343325832.jpg,3,train
3105,14536152058877513356.jpg,1,test
2910,13233974052466335854.jpg,1,test
2343,17849358250575304656.jpg,1,train
2685,8685220992997011598.jpg,2,test
2561,12596105962149822507.jpg,1,train
172,3328970631282257330.jpg,2,train
675,1030598529210956162.jpg,1,train
304,11451354028849950585.jpg,2,train
2005,10750688900503382031.jpg,1,train
2440,6416147297359091922.jpg,1,train
1362,2771974159948633835.jpg,2,train
1233,11679279233536220534.jpg,1,train
2739,785965969656366900.jpg,3,test
1835,16055233589745872759.jpg,4,train
2245,5540350183211683161.jpg,1,train
1116,803857044817821375.jpg,4,train
328,4371984174249060586.jpg,2,train
693,1131706283228980648.jpg,1,train
403,17658998577191094586.jpg,1,train
419,8962534070669609791.jpg,4,train
111,12172748615124541696.jpg,0,train
1334,18101220119598172918.jpg,1,train
670,4813505903837706761.jpg,4,train
3023,16221845868820178769.jpg,3,test
2566,12027132947191712359.jpg,3,train
890,15067091796323221989.jpg,2,train
1276,8441019234661702255.jpg,1,train
2281,17168781231501520263.jpg,0,train
897,2194127724502709673.jpg,3,train
825,16301139382103411941.jpg,3,train
1069,12616338865491157325.jpg,1,train
752,10367174772386635910.jpg,4,train
1084,12616338865491157325.jpg,2,train
3115,10369332902857045054.jpg,1,test
171,3328970631282257330.jpg,2,train
1011,16344397369818617918.jpg,1,train
2200,1134601149020415776.jpg,0,train
1043,4156192996142847847.jpg,0,train
197,12054897073638271099.jpg,1,train
149,15216899029748348501.jpg,2,train
276,3600179955620289974.jpg,3,train
812,14232358344079240099.jpg,3,train
1353,17434444544740596089.jpg,1,train
2662,6137280157803592688.jpg,2,test
2393,5439430334192829366.jpg,1,train
2187,6259679437332569288.jpg,3,train
38,17970151895825168821.jpg,2,train
861,8229490179833672593.jpg,3,train
499,13402633667389204223.jpg,0,train
988,17567368886802522903.jpg,2,train
2072,1911130243318042728.jpg,2,train
2037,9870496304185711007.jpg,2,train
2204,10681365649131702755.jpg,2,train
1396,15849185466704672809.jpg,4,train
2073,1911130243318042728.jpg,2,train
1253,12445516858461733251.jpg,2,train
2327,2168793468130431359.jpg,4,train
2457,4243675982362677670.jpg,4,train
1632,1166397407681870527.jpg,3,train
2777,16258246107716997392.jpg,2,test
2450,6416147297359091922.jpg,1,train
2592,2813250257787739759.jpg,1,test
1058,8011881354595190901.jpg,1,train
2734,785965969656366900.jpg,3,test
1328,7940406240771842355.jpg,3,train
729,1491847407576192110.jpg,1,train
2273,15894044099096358761.jpg,1,train
3209,16478615562472499265.jpg,1,test
1341,14326173500198845781.jpg,2,train
2202,1134601149020415776.jpg,1,train
1989,10428024960477388876.jpg,1,train
146,15216899029748348501.jpg,3,train
382,2215693885132197417.jpg,1,train
37,17970151895825168821.jpg,2,train
1794,1516196808018114074.jpg,3,train
2289,5993735020719786641.jpg,3,train
607,11535832316652333181.jpg,1,train
602,17446283751199912243.jpg,2,train
314,5003056842797883753.jpg,3,train
1757,3286260616898836908.jpg,1,train
1919,11515341554509093156.jpg,3,train
2047,1616933941202619830.jpg,2,train
1166,10186684074375123860.jpg,2,train
259,2898255527217660961.jpg,3,train
122,5361302203013575181.jpg,3,train
118,5361302203013575181.jpg,3,train
142,15216899029748348501.jpg,1,train
3112,12649243918706341052.jpg,1,test
959,5770000112954528489.jpg,2,train
2709,8253169712258142780.jpg,3,test
3179,17783076418952853541.jpg,1,test
1356,18056253236626958591.jpg,2,train
436,7715067214377387361.jpg,1,train
1688,11919671658364620613.jpg,2,train
2023,11054289340711720361.jpg,3,train
66,15255658567635252170.jpg,1,train
1299,9064284243061439976.jpg,1,train
542,1015776863900749007.jpg,1,train
1635,1166397407681870527.jpg,2,train
2462,16872276169056387569.jpg,1,train
1449,11052398952451623140.jpg,1,train
1140,17408550797036886573.jpg,0,train
2016,13854432916389728095.jpg,2,train
2643,15487637132093096650.jpg,3,test
2911,13233974052466335854.jpg,1,test
2612,13869297555754669734.jpg,1,test
2458,4243675982362677670.jpg,1,train
2371,4571446816736921693.jpg,1,train
2347,17849358250575304656.jpg,2,train
2583,596591882907119187.jpg,3,test
914,11856611419525311849.jpg,1,train
2656,3133660883613727681.jpg,3,test
1036,15865282048105849276.jpg,1,train
1808,15167169652309997260.jpg,1,train
859,15335316640007752041.jpg,1,train
1933,15561083631444985496.jpg,2,train
1996,10750688900503382031.jpg,2,train
589,7388262702039096785.jpg,2,train
1563,11082462375281465261.jpg,2,train
790,6111524667015932981.jpg,2,train
3063,12449263672105518964.jpg,1,test
378,1453155112313607465.jpg,1,train
2728,785965969656366900.jpg,0,test
1171,10186684074375123860.jpg,2,train
1893,12965066836306795939.jpg,2,train
2654,15487637132093096650.jpg,2,test
36,17970151895825168821.jpg,2,train
3193,2565342969714315059.jpg,1,test
1751,6467506007014747341.jpg,3,train
1604,12468518624023169264.jpg,4,train
18,11542079654603247245.jpg,2,train
3002,8056956523720705141.jpg,2,test
280,16331753344147542781.jpg,3,train
339,4256918643034166447.jpg,2,train
1647,7211931632300284750.jpg,1,train
1807,15167169652309997260.jpg,1,train
2051,18431916909667245410.jpg,1,train
1852,16055233589745872759.jpg,1,train
1230,11679279233536220534.jpg,2,train
2524,12962369739675178783.jpg,4,train
264,3600179955620289974.jpg,2,train
2701,716040937219490935.jpg,1,test
2557,656256789930357118.jpg,1,train
2406,3666439210600603928.jpg,3,train
1577,11454871071872422830.jpg,1,train
2307,257705324553267053.jpg,2,train
1843,16055233589745872759.jpg,2,train
78,15255658567635252170.jpg,0,train
532,7082695428707084902.jpg,4,train
856,6728737755149541997.jpg,1,train
1189,835701502562989098.jpg,3,train
1851,16055233589745872759.jpg,1,train
251,2898255527217660961.jpg,2,train
1224,10790966783177095582.jpg,1,train
2442,6416147297359091922.jpg,1,train
1481,7351945269277987618.jpg,0,train
2710,8253169712258142780.jpg,3,test
3068,3677878590009595375.jpg,4,test
2742,17297868463399590722.jpg,2,test
2684,8685220992997011598.jpg,2,test
285,2954761438618405869.jpg,3,train
2333,9355856824446748112.jpg,2,train
2842,15828894308990139817.jpg,2,test
1532,12351922790348713650.jpg,1,train
1380,10068217763317219982.jpg,2,train
34,17970151895825168821.jpg,3,train
437,7715067214377387361.jpg,1,train
1503,4941618483343325832.jpg,0,train
660,4813505903837706761.jpg,2,train
433,7715067214377387361.jpg,2,train
1518,15703569377759885367.jpg,1,train
2170,6259679437332569288.jpg,1,train
739,10367174772386635910.jpg,1,train
2736,785965969656366900.jpg,3,test
1168,10186684074375123860.jpg,2,train
895,2194127724502709673.jpg,1,train
1729,17254987820025538817.jpg,1,train
1144,17408550797036886573.jpg,2,train
1704,17653348561407769438.jpg,1,train
1544,17164679759218207040.jpg,2,train
1949,16302150923919517353.jpg,0,train
1678,16006523015423339646.jpg,2,train
2263,15894044099096358761.jpg,2,train
2969,12649585464549502228.jpg,1,test
2004,10750688900503382031.jpg,1,train
1860,3148421928114397710.jpg,2,train
1467,2529918178826717675.jpg,2,train
2113,9446324748039360779.jpg,1,train
345,2795656797493757579.jpg,2,train
2799,3007761670576382249.jpg,1,test
229,9891392787797919319.jpg,1,train
1611,12766749472143897576.jpg,2,train
164,3328970631282257330.jpg,1,train
113,12172748615124541696.jpg,1,train
763,8324266753526843683.jpg,2,train
2201,1134601149020415776.jpg,0,train
2782,16258246107716997392.jpg,3,test
1716,11709681134017306821.jpg,3,train
2240,1905212706466338684.jpg,4,train
476,1435480235497565259.jpg,0,train
2494,932071742494973078.jpg,1,train
2594,2813250257787739759.jpg,1,test
785,6111524667015932981.jpg,3,train
287,2954761438618405869.jpg,3,train
622,600836968899639374.jpg,0,train
1669,6716583892875248221.jpg,1,train
196,12054897073638271099.jpg,4,train
868,6100265905874111623.jpg,3,train
2212,2716742489584386115.jpg,1,train
1705,11709681134017306821.jpg,1,train
2885,12137694297843394779.jpg,3,test
3033,9095051574911132222.jpg,3,test
125,5361302203013575181.jpg,1,train
1497,4941618483343325832.jpg,2,train
507,13402633667389204223.jpg,1,train
3114,10369332902857045054.jpg,1,test
1262,8441019234661702255.jpg,2,train
3123,7894030949235240503.jpg,1,test
2721,785965969656366900.jpg,2,test
3133,17810394916159195941.jpg,3,test
1879,6557703876100853142.jpg,2,train
2722,785965969656366900.jpg,2,test
936,10030633810464562349.jpg,1,train
2386,4571446816736921693.jpg,2,train
1666,6920848085869992295.jpg,2,train
1994,10428024960477388876.jpg,1,train
1626,8815707561598140550.jpg,2,train
406,10865113257560550187.jpg,3,train
2380,4571446816736921693.jpg,1,train
864,8229490179833672593.jpg,1,train
2431,13477826264410485178.jpg,3,train
266,3600179955620289974.jpg,2,train
1305,9064284243061439976.jpg,1,train
1823,1463511192581934806.jpg,0,train
950,2161201855324851096.jpg,2,train
3186,2565342969714315059.jpg,3,test
110,12172748615124541696.jpg,1,train
2118,17534376311897562412.jpg,3,train
1752,6467506007014747341.jpg,0,train
1953,16302150923919517353.jpg,3,train
923,13841137003068484120.jpg,2,train
1762,4287887584377523992.jpg,2,train
567,10274229551270862985.jpg,1,train
1377,10068217763317219982.jpg,1,train
875,6100265905874111623.jpg,0,train
1926,16078147706050020079.jpg,4,train
2757,4163516640792925495.jpg,3,test
2551,1976743254726737899.jpg,2,train
2691,2550117966202421192.jpg,1,test
836,1564254162518022691.jpg,3,train
1651,7211931632300284750.jpg,3,train
525,7082695428707084902.jpg,1,train
2936,753508934490043112.jpg,2,test
817,14232358344079240099.jpg,4,train
26,17970151895825168821.jpg,1,train
232,9891392787797919319.jpg,2,train
1863,6557703876100853142.jpg,1,train
1324,7940406240771842355.jpg,4,train
3057,15165775211125134728.jpg,1,test
85,4079861614113811891.jpg,2,train
2197,11864141141720865830.jpg,1,train
348,2795656797493757579.jpg,2,train
301,11451354028849950585.jpg,1,train
1313,13936583417609570998.jpg,1,train
1065,13649941303405911709.jpg,2,train
3085,12637230855807809032.jpg,1,test
43,17970151895825168821.jpg,2,train
1695,12297644771453697310.jpg,2,train
299,11451354028849950585.jpg,1,train
3088,12637230855807809032.jpg,3,test
1932,15561083631444985496.jpg,2,train
2531,13485361118389140099.jpg,1,train
2990,8056956523720705141.jpg,1,test
2143,3828854797134007745.jpg,1,train
2897,15235412113373003394.jpg,1,test
2694,8591357790805399245.jpg,0,test
166,3328970631282257330.jpg,1,train
48,18142366223568697405.jpg,1,train
2505,7933240408597578345.jpg,1,train
695,1131706283228980648.jpg,2,train
2956,2196872858871017248.jpg,2,test
76,15255658567635252170.jpg,3,train
851,6728737755149541997.jpg,4,train
902,8275963782558375142.jpg,2,train
1540,12351922790348713650.jpg,0,train
1238,14854684362360948821.jpg,2,train
966,16065283432210370841.jpg,2,train
680,1131706283228980648.jpg,3,train
2486,18211697274660075048.jpg,3,train
2865,14757156129446397079.jpg,2,test
617,6181345861174585659.jpg,2,train
136,5361302203013575181.jpg,2,train
599,17446283751199912243.jpg,3,train
933,10030633810464562349.jpg,2,train
829,16262380474523149112.jpg,2,train
1607,12766749472143897576.jpg,1,train
2693,2550117966202421192.jpg,3,test
2155,7148393553587142592.jpg,1,train
3021,16221845868820178769.jpg,0,test
543,9800750135250106276.jpg,2,train
3077,3382078837892935578.jpg,3,test
2274,15894044099096358761.jpg,1,train
2507,12962369739675178783.jpg,1,train
614,6181345861174585659.jpg,1,train
1371,2771974159948633835.jpg,3,train
3096,4043955774280109770.jpg,2,test
2077,14748517350411038309.jpg,0,train
2576,15194222129300544245.jpg,1,test
482,1435480235497565259.jpg,1,train
411,10865113257560550187.jpg,2,train
2763,16258246107716997392.jpg,1,test
1476,7351945269277987618.jpg,2,train
1157,14467231330018359153.jpg,2,train
2469,16872276169056387569.jpg,2,train
1,4958082220515218684.jpg,3,train
898,2194127724502709673.jpg,1,train
991,17567368886802522903.jpg,2,train
3182,8649599206303908674.jpg,1,test
2787,16258246107716997392.jpg,2,test
150,15216899029748348501.jpg,2,train
73,15255658567635252170.jpg,2,train
579,7760732406631086404.jpg,2,train
1083,12616338865491157325.jpg,2,train
2070,12355891735478863307.jpg,3,train
710,5309576602719366086.jpg,4,train
802,14232358344079240099.jpg,2,train
1718,11709681134017306821.jpg,2,train
2974,12649585464549502228.jpg,1,test
2351,17849358250575304656.jpg,2,train
3087,12637230855807809032.jpg,2,test
2789,16258246107716997392.jpg,4,test
2669,8685220992997011598.jpg,1,test
2497,932071742494973078.jpg,2,train
1881,6557703876100853142.jpg,2,train
1754,3286260616898836908.jpg,1,train
415,8962534070669609791.jpg,1,train
1332,18101220119598172918.jpg,1,train
874,6100265905874111623.jpg,0,train
1700,17653348561407769438.jpg,1,train
2871,14757156129446397079.jpg,2,test
109,12172748615124541696.jpg,1,train
1682,16006523015423339646.jpg,1,train
2971,12649585464549502228.jpg,1,test
2549,1976743254726737899.jpg,2,train
1786,1516196808018114074.jpg,1,train
2404,3666439210600603928.jpg,2,train
1509,12377008032190184834.jpg,2,train
2615,2602725428648397862.jpg,1,test
1207,17720405786713757495.jpg,2,train
1062,13649941303405911709.jpg,1,train
871,6100265905874111623.jpg,3,train
900,8275963782558375142.jpg,2,train
2538,13485361118389140099.jpg,0,train
863,8229490179833672593.jpg,1,train
1338,14326173500198845781.jpg,2,train
3109,9442982196239142239.jpg,2,test
3064,12449263672105518964.jpg,1,test
1550,17164679759218207040.jpg,3,train
2582,15194222129300544245.jpg,2,test
1217,8074200333154890806.jpg,2,train
